pruning_iteration,sparsity_pct,weights_remaining_pct,test_accuracy,run_type,arch,seed
0,0.0,100.0,72.93,winning_ticket,Conv-2,2
1,19.9103137136735,80.0896862863265,72.11,winning_ticket,Conv-2,2
2,35.847544008452005,64.152455991548,72.05,winning_ticket,Conv-2,2
3,48.60539150037945,51.39460849962055,71.4,winning_ticket,Conv-2,2
4,58.81894223472166,41.18105776527833,70.35,winning_ticket,Conv-2,2
5,66.99635804949185,33.00364195050816,69.59,winning_ticket,Conv-2,2
6,73.54414981474041,26.45585018525959,66.97,winning_ticket,Conv-2,2
7,78.7876610791185,21.212338920881507,65.17,winning_ticket,Conv-2,2
8,82.98727363361755,17.012726366382452,63.71,winning_ticket,Conv-2,2
9,86.3512650104906,13.648734989509398,64.01,winning_ticket,Conv-2,2
10,89.04629443626028,10.953705563739714,62.86,winning_ticket,Conv-2,2
11,91.20579624421529,8.79420375578471,61.93,winning_ticket,Conv-2,2
12,92.93653650134667,7.063463498653334,60.11,winning_ticket,Conv-2,2
13,94.32393736142731,5.676062638572683,60.65,winning_ticket,Conv-2,2
14,95.43640164873592,4.56359835126408,56.03,winning_ticket,Conv-2,2
15,96.32866092287546,3.671339077124533,49.48,winning_ticket,Conv-2,2
16,97.04451903188846,2.9554809681115426,49.69,winning_ticket,Conv-2,2
17,97.619037654569,2.3809623454310076,47.33,winning_ticket,Conv-2,2
18,98.08032658512269,1.9196734148773118,46.87,winning_ticket,Conv-2,2
19,98.45084575837389,1.549154241626118,44.96,winning_ticket,Conv-2,2
20,98.7485910227222,1.2514089772778,38.13,winning_ticket,Conv-2,2
